Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,IMDB Votes,Content Rating,Directors,Actors,Production Company,director_movie_nominated
The Citadel,Metro-Goldwyn-Mayer,Nominee,1938,110,Drama,7.1,"2,047",NR,King Vidor,"Robert Donat, Rosalind Russell, Ralph Richardson, Rex Harrison, Emlyn Williams, Mary Clare, Penelope Dudley-Ward, Francis L. Sullivan, Cecil Parker, Nora Swinburne, Edward Chapman, Athene Seyler, Felix Aylmer, Joyce Bland, Percy Parsons, Dilys Davies, Basil Gill, Joss Ambler, Bernard Miles, Kynaston Reeves, Josephine Wilson, Haidee Wright, Charles Quartermaine, Angela Baddeley, Eliot Makeham, Joan Kemp-Welch, Bombardier Billy Wells, Leslie Phillips, Jane Barrett",MGM,2
Cavalcade,Fox,Winner,1933,112,"Drama,Romance,War",5.9,"4,961",NR,Frank Lloyd,"Diana Wynyard, Clive Brook, Ursula Jeans, Herbert Mundin, Una O'Connor, Beryl Mercer, Irene Browne, Merle Tottenham, Frank Lawton, John Warburton, Margaret Lindsay, Billy Bevan, Dick Henderson, Douglas Scott, Sheila MacGill, Bonita Granville, Harry Allen, Desmond Roberts, Lionel Belmore, Frank Atkinson, Adele Crane, Ann Shaw, Howard Davies, Will Stanton, Stuart Hall, Betty Grable, Mary Forbes, Lawrence Grant, Winter Hall, Claude King, Tempe Piggott, Des Roberts, John Rogers, C. Montague Shaw, Pat Somerset, David Torrence, Douglas Walton",20th Century Fox,2
Mutiny on the Bounty,Metro-Goldwyn-Mayer,Winner,1935,132,"Adventure,Biography,Drama",7.7,"21,805",NR,Frank Lloyd,"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan, Dudley Digges, Donald Crisp, Henry Stephenson, Francis Lister, Spring Byington, Movita, Mamo Clark, Ian Wolfe, Ivan Simpson, DeWitt Jennings, Stanley Fields, Wallis Clark, Vernon P. Downing, Dick Winslow, Byron Russell, Percy Waram, David Torrence, John Harrington, Robert Livingston, Douglas Walton, Alec Craig, Doris Lloyd, Eric Wilton, Lionel Belmore, Nadine Beresford, Marion Clayton, Mary Gordon, Winter Hall, James Cagney, David Niven, Charles Nauu, Sam Wallace Driscoll, Hal Le Sueur, William Bambridge, David Thursby, Crauford Kent, Pat Flaherty, Charles Irwin, John Powers, King Mojave, William Stack, Harold Entwistle, Will Stanton, Harry Cording",MGM,2
42nd Street,Warner Bros.,Nominee,1933,89,"Comedy,Drama,Musical",7.4,"11,342",NR,Lloyd Bacon,"Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler, Dick Powell, Guy Kibbee, Una Merkel, Ginger Rogers, George E. Stone, Harry Akst, Harry Warren, Al Dubin, Robert McWade, Ned Sparks, Eddie Nugent, Allen Jenkins, Clarence Nordstrom, Henry B. Walthall, Albert Akst, Toby Wing, Pat Wing, Tom Kennedy, Busby Berkeley, Wallis Clark, Jack LaRue, Alexis Dubin, Louise Beavers, Dave O'Brien, Patricia Ellis, George Irving, Charles Lane, Rolfe Sedan, Harry Seymour, Gertrude Keeler, Helen Keeler, Joan Barclay, Ann Hovey, Renee Whitney, Dorothy Coonan Wellman, Barbara Rogers, June Glory, Jayne Shadduck, Milton Kibbee, Adele Lacey, Loretta Andrews, Anne Hovey, Margaret La Marr, Mary Jane Halsey, Ruth Eddings, Edna Callaghan, Patricia Farnum, Maxine Cantway, Lynn Browning, Donna Mae Roberts, Lorena Layson, Alice Jans, Eve Marcy, Dorothy White, Evelyn Joice, Agnes Ray, Grace Tobin, Kermit Maynard, Lyle Talbot",MGM,1
A Farewell to Arms,Paramount,Nominee,1932,80,"Drama,Romance,War",6.5,"5,567",NR,Frank Borzage,"Gary Cooper, Helen Hayes, Adolphe Menjou, Mary Philips, Jack LaRue, Blanche Frederici, Henry Armetta, George Humbert, Fred Malatesta, Mary Forbes, Tom Ricketts, Robert Cauterio, Gilbert Emery, Peggy Cunningham, Agostino Borgato, Paul Porcasi, Alice Adair, Inez Palange, Doris Lloyd, Herman Bing",Gravitas,1
Little Women,RKO Radio,Nominee,1933,115,"Drama,Family,Romance",7.2,"6,778",NR,George Cukor,"Katharine Hepburn, Joan Bennett, Frances Dee, Jean Parker, Spring Byington, Paul Lukas, Edna May Oliver, Henry Stephenson, Douglass Montgomery, John Davis Lodge, Samuel S. Hinds, John Lodge, Mabel Colcord, Marion Ballou, Nydia Westman, June Filmer, Harry Beresford, Marina Schubert, Dorothy Gray, Olin Howland",Warner Brothers Pictures,5
Romeo and Juliet,Metro-Goldwyn-Mayer,Nominee,1936,125,"Drama,Romance",6.5,"1,910",NR,George Cukor,"Leslie Howard, Norma Shearer, John Barrymore, Basil Rathbone, Edna May Oliver, C. Aubrey Smith, Andy Devine, Henry Kolker, Violet Kemble Cooper, Ralph Forbes, Reginald Denny, Maurice Murphy, Conway Tearle, Virginia Hammond, Robert Warwick, Ian Wolfe, Carlyle Blackwell, Anthony Kemble-Cooper, Anthony Marsh, Howard Wilson, Carlyle Blackwell Jr., John Bryan, Katherine DeMille, Wallis Clark, Dean Richmond Bentor, Lita Chevret, Jeanne Hart, Dorothy Granger, Harold Entwistle, Vernon P. Downing, Charles Bancroft, Lon McCallister, José Rubio",MGM,5
The Philadelphia Story,Metro-Goldwyn-Mayer,Nominee,1940,112,"Comedy,Romance",7.9,"66,044",NR,George Cukor,"Katharine Hepburn, Cary Grant, James Stewart, Ruth Hussey, John Howard, Roland Young, Virginia Weidler, John Halliday, Mary Nash, Henry Daniell, Lionel Pape, Rex Evans, Russ Clark, Hilda Plowright, Lita Chevret, Lee Phelps, David Clyde, Claude King, Robert de Bruce, Veda Buckland, Dorothy Fay, Florine McKinney, Helene Whitney, Hillary Brooke",MGM,5
Gaslight,Metro-Goldwyn-Mayer,Nominee,1944,114,"Crime,Drama,Mystery",7.8,"26,296",PG,George Cukor,"Ingrid Bergman, Charles Boyer, Joseph Cotten, Dame May Whitty, Angela Lansbury, Barbara Everest, Emil Rameau, Edmund Breon, Eustace Wyatt, Edmond Bréon, Halliwell Hobbes, Tom Stevenson, Heather Thatcher, Lawrence Grossmith, Jacob Gimpel, Terry Moore, Harry Adams, Wilson Benge, Charles McNaughton, Arnold Bennett, Bobby Hale, Leila Bennett, Alix Terry, Eric Wilton, Oliver Simon, Alec Craig, Leonard Carey, Pat Malone, Maude Fealy, George Nokes, Al Ferguson, Lillian Bronson, Helen Flint, Gibson Gowland, Joy Harrington, Si Jenks, Arthur Blake, Ronald Bennett, Phyllis Yuse, Edwin Maxwell, Clive Morgan, Elsa Prescott, Arthur Stone, Morgan Wallace, Guy Zanette, Syd Saylor",MGM,5
Born Yesterday,Columbia,Nominee,1950,103,"Comedy,Drama,Romance",7.6,"10,597",NR,George Cukor,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Smoki Whitfield, David Pardon, Helen Eby-Rock, William Mays, David Pardoll, Mike Mahoney, John Morley, Paul Marion, Ram Singh, Charles Cane",Columbia Pictures,5
The Private Life of Henry VIII,London Films,Nominee,1933,97,"Biography,Comedy,Drama",7.1,"4,090",NR,Alexander Korda,"Charles Laughton, Merle Oberon, Binnie Barnes, Elsa Lanchester, Robert Donat, Miles Mander, Claude Allister, John Loder, Claud Allister, Lawrence Hanray, Wendy Barrie, Lady Tree, Everley Gregg, William Austin, John Turnbull, Frederick Culley, Gibb McLaughlin, Sam Livesey, Franklin Dyall, Judy Kelly, William Heughan",Criterion Collection,1
She Done Him Wrong,Paramount,Nominee,1933,66,"Comedy,Drama,History",6.4,"5,899",NR,Lowell Sherman,"Mae West, Cary Grant, Gilbert Roland, Noah Beery Sr., Owen Moore, David Landau, Rafaela Ottiano, Noah Beery Sr., Dewey Robinson, Rochelle Hudson, Tammany Young, Fuzzy Knight, Grace La Rue, Robert E. Homans, Louise Beavers, Wade Boteler, Aggie Herring, Tom Kennedy, James Eagles, Tom McGuire, Al Hill, Arthur Housman, Mary Gordon, Michael Mark, Mike Donlin, Harry Wallace, Lee Kohlmar, Frank Moran, Heinie Conklin, Jack Carr, Ernie S. Adams",MCA Universal Home Video,1
It Happened One Night,Columbia,Winner,1934,105,"Comedy,Romance",8.1,"98,409",NR,Frank Capra,"Claudette Colbert, Clark Gable, Walter Connolly, Jason Thomas, Roscoe Karns, Jameson Thomas, Ward Bond, Henry Wadsworth, Alan Hale, Claire McDowell, Arthur Hoyt, Blanche Frederici, Wallis Clark, Charles D. Brown, Hal Price, Eddy Chandler, Douglas Carter Beane, Ky Robinson, J. Frank Holliday, James Burke, Joseph Crehan, Matty Roubert, Sherry Hall, Mickey Daniels, Charles C. Wilson, George Breakston, Earl Pingree, Harry Hume, Oliver Eckhardt, Bess Flowers, Fred Walton, Ethel Sykes, Edmund Burns, Rev. Neal Dodd, Milton Kibbee, Eva Dennison, Eddie Kane, Harry Holman, Tom Ricketts, Maidel Turner, Irving Bacon, Frank Yaconelli, Harry C. Bradley, Harry Todd, Bert Starkey, Rita Ross, Ernie S. Adams, Billy Engle, Dave Wengren, Kit Guard",Sony Pictures,5
Mr. Deeds Goes to Town,Columbia,Nominee,1936,115,"Comedy,Drama,Romance",7.9,"20,594",NR,Frank Capra,"Gary Cooper, Jean Arthur, George Bancroft, Ruth Donnelly, Lionel Stander, Douglass Dumbrille, Raymond Walburn, Margaret Matzenauer, H.B. Warner, Warren Hymer, Muriel Evans, Spencer Charters, Emma Dunn, Wyrley Birch, Wryley Birch, Arthur Hoyt, Stanley Andrews, Pierre Watkin, John Wray, Christian Rub, Jameson Thomas, Mayo Methot, Margaret Seddon, Margaret McWade, Russell Hicks, Gustav von Seyffertitz, Edward J. Le Saint, Charles Lane, Irving Bacon, George Cooper, Gene Morgan, Walter Catlett, Edward Gargan, Paul Hurst, Jay Eaton, Paul Porcasi, Franklin Pangborn, George 'Gabby' Hayes, Mary Lou Dix, George Meeker, Harry Holden, Barnett Parker, Eddie Kane, Patricia Monroe, Edward Keane, Lillian Ross, Peggy Page, Janet Eastman, Dennis O'Keefe, Dale Van Sickel, James Millican, Harry C. Bradley, Edwin Maxwell, Billy Bevan, Jack Mower, Ann Doran, Cecil Cunningham, John Picorri, Bess Flowers, Beatrice Curtis, Beatrice Blinn, Pauline Wagner, Frank Hammond, Lee Shumway, Charles Sullivan, Florence Wix, Hal Budlong, Ethel Palmer, Vesey O'Davoren, Charles C. Wilson",Columbia Pictures,5
Lost Horizon,Columbia,Nominee,1937,132,"Adventure,Drama,Fantasy",7.7,"12,513",NR,Frank Capra,"Ronald Colman, Jane Wyatt, John Howard, Margo, Edward Everett Horton, Thomas Mitchell, Isabel Jewell, Ronald L. Coleman, H.B. Warner, Sam Jaffe, Hugh Buckler, David Torrence, John Miltern, Lawrence Grant, John Burton, Neil Fitzgerald, John T. Murray, Max Rabinowitz, Jeremy Irons Sr., John Tettener, Boyd Irwin, Leonard Mudie, Norman Ainsley, David Clyde, Val Duran, Wryley Birch, Noble Johnson, Denis D'Auburn, Milton A. Owen, George Chan, Eric Wilton, Chief John Big Tree, Richard Loo, Willie Fung, Beatrice Curtis, Mary Lou Dix, Beatrice Blinn, Margaret McWade, Arthur Rankin, Henry Mowbray, Wedgewood Nowell, Ruth Robinson, Carl Stockdale",Sony Pictures,5
Mr. Smith Goes to Washington,Columbia,Nominee,1939,129,"Comedy,Drama",8.1,"110,984",NR,Frank Capra,"James Stewart, Jean Arthur, Astrid Allwyn, Claude Rains, Edward Arnold, Guy Kibbee, Fredrick Burton, Thomas Mitchell, Harry Carey, Eugene Pallette, Beulah Bondi, Buelah Bondi, Maurice Costello, Astrid Allwyn, Ruth Donnelly, Ruth Donnelly, Grant Mitchell, Porter Hall, Vera Lewis, Pierre Watkin, Charles Lane, Grant Mitchell, William Demarest, Russell Simpson, Dick Elliott, H.B. Warner, H.V. Kaltenborn, Pierre Watkin, Lloyd Whitlock, Johnny Russell, Ken Carpenter, Jack Carson, Maurice Costello, Allan Cavan, Baby Dumpling, Harry A. Bailey, Fred Hoose, Joe King, Paul Stanton, Russell Simpson, Stanley Andrews, Walter Soderling, Frank Jaquet, Ferris Taylor, Carl Stockdale, Alan Bridge, Edmund Cobb, Frederick Burton, Vera Lewis, Dora Clement, Erville Alderson, Laura Treadwell, Eddie Fetherstone, Ann Doran, Douglas Evans, Sam Ash, Lloyd Whitlock, Frank Austin, Wade Boteler, Myonne Walsh, Byron Foulger, Al Bridge, Margaret Mann, Billy Watson, Delmar Watson, Maurice Cass, John Russell, Harry Watson, Garry Watson, John Ince, Larry Simms, George Cooper, Clyde Dilson, William Newell, Jack Cooper, George Chandler, Evalyn Knapp, Gino Corrado, Dub Taylor, Jack Gardner, Alec Craig, Donald Kerr, Eddie Kane, Beatrice Curtis, Robert Walker, George McKay, Gene Morgan, Victor Travers, Matt McHugh, Rev. Neal Dodd, William Arnold, Hal Cooke, James M. McNamara, Helen Jerome Eddy, Jack Egan, Eddy Chandler, Eddie Fetherston, Ed Randolph, Vernon Dent, Harry Hayden, Louis Jean Heydt, Craig Stevens, Ed Brewer, Olaf Hytten, Lloyd Ingraham, Anne Cornwall, James Millican, Mabel Forrest, Dick Jones, Nick Copeland, Dulce Daye, Robert Emmett Keane, Fred 'Snowflake' Toones, Milton Kibbee, Charles R. Moore, Frances Gifford, Wyndham Standing, Adrian Booth, Wright Kramer, Dorothy Comingore, Mary Gordon, Arthur Loft, June Gittelson, Hank Mann, Philo McCullough, Dave Willock, Florence Wix, Harlan Briggs, Lafe [Lafayette] McKee, Count Stefanelli, Arthur Thalasso, Evelyn Knapp, Robert Middlemass, Alex Novinsky, Frank O'Connor, Frank Puglia",Sony Pictures,5
It's a Wonderful Life,Liberty Films,Nominee,1946,130,"Drama,Family,Fantasy",8.6,"420,975",PG,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Samuel S. Hinds, Todd Karns, Mary Treen, Sarah Edwards, Virginia Patton, Charles Williams, William Edmunds, Lillian Randolph, Argentina Brunetti, Robert Anderson, Ronnie Ralph, Jean Gale, Jeanine Anne Roose, Danny Mummert, George Nokes, Sheldon Leonard, Frank S. Hagney, Ray Walker, Charles Lane, Edward Keane, Carol Coombs, Karolyn Grimes, Jim Hawkins, Larry Simms, Carl ""Alfalfa"" Switzer, Harold Landon, Harry Holman, Mark Roberts, Harry V. Cheshire, Charles Halton, Eddie Featherston, Stanley Andrews, J. Farrell MacDonald, Marian Carr, Garry Owen, Lane Chandler, Ellen Corby, Almira Sessions, Robert Peyton, Bert Moorhouse",Liberty Films,5
The Barretts of Wimpole Street,Metro-Goldwyn-Mayer,Nominee,1934,109,"Biography,Drama,Romance",7.0,"1,795",NR,Sidney Franklin,"Norma Shearer, Fredric March, Charles Laughton, Ian Wolfe, Maureen O'Sullivan, Katherine Alexander, Una O'Connor, Marion Clayton, Ralph Forbes, Vernon P. Downing, Neville Clarke, Neville Clark, Matt Smith, Matthew Smith, Robert Carleton, Alan Conrad, Peter Hobbes, Ferdinand Munier, Leo G Carroll, Margaret Seddon, George Kirby, Winter Hall, Lowden Adams, Robert Bolder, Leo Carrillo",MGM,1
The Gay Divorcee,RKO Radio,Nominee,1934,107,"Comedy,Musical,Romance",7.5,"7,455",NR,Mark Sandrich,"Fred Astaire, Ginger Rogers, Betty Grable, Alice Brady, Edward Everett Horton, Erik Rhodes, Eric Blore, Lillian Miles, Charles Coleman, William Austin, Paul Porcasi, E.E. Clive, George Davis, Alphonse Martell, Charles H. Bisharat, Charles D. Hall, Art Jarrett",RKO Radio Pictures,2
Top Hat,RKO Radio,Nominee,1935,101,"Comedy,Musical,Romance",7.8,"18,339",NR,Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Helen Broderick, Eric Blore, Erik Rhodes, Eric Rhodes, Edward Mudie, Lucille Ball, Edgar Norton, Leonard Mudie, Gino Corrado, Peter Hobbes, Frank Mills, Tom Ricketts, Dennis O'Keefe, Ben Holmes, Nick Thompson, Tom Costello, John Impolito, Genaro Spagnoli, Rita Rozelle, Phyllis Coghlan, Charles Hall",Turner Home Entertainment,2
Imitation of Life,Universal,Nominee,1934,111,"Drama,Romance",7.5,"4,423",NR,John M. Stahl,"Claudette Colbert, Louise Beavers, Fredi Washington, Warren William, Ned Sparks, Juanita Quigley, Marilyn Knowlden, Rochelle Hudson, Sebie Hendricks, Dorothy Black, Alan Hale, Clarence Wilson, Henry Armetta, Henry Kolker, Wyndham Standing, Alice Ardell, Paul Porcasi, William B. Davidson, G.P. Huntley Jr., Noel Francis, Baby Jane Holzer, Walter Walker, G.P. Huntley, Franklin Pangborn, Tyler Brooke, William Austin, Alma Tell, Hazel Washington, Lenita Lane, Barry Norton, Joyce Compton, Reverend Gregg, Curry Lee, Claire McDowell, Mme. Sul Te Wan, Madame Sul-Te-Wan, Stuart Johnston, Fred 'Snowflake' Toones, Hattie McDaniel, Dennis O'Keefe",Universal Pictures,1
The Thin Man,Metro-Goldwyn-Mayer,Nominee,1934,91,"Comedy,Crime,Mystery",8.0,"27,959",NR,W.S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton, Minna Gombell, Porter Hall, Henry Wadsworth, William Henry, Harold Huber, Cesar Romero, Natalie Moorhead, Edward S. Brophy, Creighton Hale, Phil Tead, Nick Copeland, Dink Templeton, Ruth Channing, Edward Ellis, Gertrude Short, Clay Clement, Cyril Thornton, Robert E. Homans, Raymond Brown, Douglas Fowley, Sherry Hall, Polly Bailey, Thomas E. Jackson, Dixie Laughton, Arthur Belasco, Edward Hearn, Garry Owen, Fred Malatesta, Rolfe Sedan, Leo White, Walter Long, Kenneth Gibson, Tui Lorraine Bow, Bert Roach, Huey White, Ben Taggart, Charles Williams, John Larkin, Harry Tenbrook, Pat Flaherty",MGM,1
Alice Adams,RKO Radio,Nominee,1935,99,"Comedy,Drama,Romance",6.9,"4,020",NR,George Stevens,"Katharine Hepburn, Fred MacMurray, Fred Stone, Evelyn Venable, Frank Albertson, Ann Shoemaker, Charley Grapewin, Grady Sutton, Hedda Hopper, Jonathan Hale, Janet McLeod, Virginia Howell, Zeffie Tilbury, Ella McKenzie, Hattie McDaniel",Turner Home Entertainment,7
The Talk of the Town,Columbia,Nominee,1942,118,"Comedy,Drama,Romance",7.5,"7,884",NR,George Stevens,"Cary Grant, Jean Arthur, Ronald Colman, Edgar Buchanan, Glenda Farrell, Charles Dingle, Emma Dunn, Rex Ingram, Leonid Kinskey, Tom Tyler, Ronald L. Coleman, Don Beddoe, George Watts, Clyde Fillmore, Frank M. Thomas, Lloyd Bridges, Ralph Peters, Max Wagner, Pat McVey, Al Bridge, Eddie Laughton, William 'Billy' Benedict, Harold Kruger, John Tyrrell, George Hickman, Frank Mills, Bud Geary, Holger Bendixen, Joe Garcia, Jay Guedalia, Dutch Hendrian, Dave Harper, Dick Jensen, Robert Keats, Herman Marks, Charles T. Perry, Al Rhein, Al Seymour, Charles St. George, Victor Travers, Ralph Volkie, Maynard Holmes, Jack Carr, Ralph Dunn, Bill Lally, Edward Hearn, Roberta Smith, Dorothy Babb, Lee Phelps, Al Ferguson, Eddie Coke, John Shay, Eddie Bruce, Ferike Boros, Jack Gardner, William Gould, Lee ""Lasses"" White, Joe McGuinn, Dewey Robinson, Georgia Backus, Lelah Tyler, Lew Davis, Gino Corrado, Frank Sully, Dan Seymour, Mabel Todd, Lee Prather, Clarence Muse, Patrick McVey, Leslie Brooks, Alan Bridge, Joe Cunningham, Jack Lowe, Robert Walker",Sony Pictures,7
The More the Merrier,Columbia,Nominee,1943,104,"Comedy,Romance,War",7.7,"6,264",NR,George Stevens,"Joel McCrea, Charles Coburn, Jean Arthur, Bruce Bennett, Richard Gaines, Frank Sully, Clyde Fillmore, Stanley Clements, Don Douglas, Ann Savage, Grady Sutton, Sugar Geise, Don Barclay, Shirley Patterson, Ann Doran, Mary Treen, Gladys Blake, Kay Linaker, Robert E. Hill, Nancy Gray, Byron Shores, Betzi Beaton, Harrison Greene, Bob McKenzie, Victor Potel, Lon Poff, Frank LaRue, Douglas Wood, Harry C. Bradley, Betty McMahan, Helen Holmes, Marshall Ruth, Hal Gerard, Henry Roquemore, Jack Carr, Chester Clute, Robert F. Hill, Eddy Chandler, Jean Stevens, David Ward, George H. Reed, Kitty McHugh",Columbia Pictures,7
A Place in the Sun,George Stevens,Nominee,1951,122,"Drama,Romance",7.8,"21,429",NR,George Stevens,"Elizabeth Taylor, Montgomery Clift, Shelley Winters, Raymond Burr, Keefe Brasselle, Fred Clark, Anne Revere, Herbert Heyes, Herbert Hayes, Shepperd Strudwick, Frieda Inescort, Kathryn Givney, Walter Sande, Ted de Corsia, John Ridgely, Lois Chartand, Lois Chartrand, William Murphy, Douglas Spencer, Charles Dayton, Paul H. Frees, Josephine Whittell, Frank Yaconelli, Ralph Dunn, Bob Anderson, Mary Kent, Lisa Golm, Billy Sheehan, Ezelle Poule, Jay Morley, Kathleen Freeman, Scott Wallace, Eric Wilton, Al Ferguson, Gertrude Astor, Lulu Mae Bohrman, Robert Anderson, Sam Harris, Harold McNulty, Ian Wolfe, Carmencita Johnson, Marilyn Dialon, John Reed, Kasey Rogers, Philip Kieffer, James Horne Jr., James W. Horne, Mike Mahoney, Hans Moebus, Ken Christy, Pearl Miller, Robert Malcolm Young, Len Hendry, Frank Hyers, Ed O'Neill, Frances Driver, Lee Miller, Bill Sheehan, Mike Pat Donovan, Joe Recht, Martin Mason, Jim Horne, Louise Lane, Cliff Storey, Harold Miller, Pat Combs, Marion Gray, Ann Frederick, La Verne 'Sonny' Howe, Dolores Hall",Paramount Pictures,7
Shane,George Stevens,Nominee,1953,118,"Drama,Western",7.6,"38,752",G,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde, Jack Palance, Ben Johnson, Edgar Buchanan, Emile G. Meyer, Elisha Cook Jr., Douglas Spencer, John Dierkes, Ellen Corby, Paul McVey, John Miller, Edith Evanson, Leonard Strong, Ray Spiker, Janice Carroll, Martin Mason, Helen Brown, Nancy Kulp, Howard Negley, Beverly Washburn, Charles Quirk, George J. Lewis, Jack Sterling, Henry Wills, Rex Moore, Ewing Miles Brown, Chester W. Hannan, Bill Cartledge, Steve Raines",Paramount Pictures,7
Giant,George Stevens and Henry Ginsberg,Nominee,1956,201,"Drama,Western",7.6,"36,951",G,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Mercedes McCambridge, Carroll Baker, Jane Withers, Chill Wills, Sal Mineo, Dennis Hopper, Judith Evelyn, Paul Fix, Rod Taylor, Earl Holliman, Elsa Cardenas, Fran Bennett, Robert Nichols, Alexander Scourby, Charles Watts, Carolyn Craig, Monte Hale, Mary Ann Edwards, Sheb Wooley, Victor Millan, Mickey Simpson, Pilar del Rey, Maurice Jara, Noreen Nash, Napoleon Whiting, Tina Menard, Ray Whitley, Felipe Turich, Francisco Villa-Lobos, Ana Maria Majalca, Guy Teague, Natividad Vacio, Max ""Alibi"" Terhune, Ray Bennett, Barbara Barrie, George Dunn, Slim Talbot, Richard Bishop, Tex Driscoll, Juney Ellis, Charles Meredith, Rush Williams, Bill Hale, Tom Monroe, Mark Hamilton, John Wiley, Ina Poindexter, Carl S.G. Moore, Ella Ethridge, Paul Kruger, Eddie Baker, Ethel Greenwood, Fernando Alvarado, Tony Morella, Julian Rivero, Maxine Gates, Steven Kay, Christine Werner, John Garcia, David Jiminez, Wanda Lee Thompson, Ramon Ramirez, Dimitri Tiomkin",Warner Brothers Pictures,7
